functionality,templ_id,ref_templ_id,focus_lemma,case_templ,trans_deepl,trans_google,trans_manual,number,case,gender_male,gender_female
ident_pos_nh,527,101,admire,[IDENT_P] should all be admired.,[IDENT_P] sollten alle bewundert werden.,[IDENT_P] sollten alle bewundert werden.,[IDENT_P] sollten alle bewundert werden.,P,Indef,,
ident_pos_nh,528,106,look up to,We should look up to these [IDENT_P].,Wir sollten zu ihnen aufschauen [IDENT_P].,Wir sollten zu diesen [IDENT_P] aufschauen.,Wir sollten zu diesen [IDENT_P] aufschauen.,P,Dat,,
ident_pos_nh,529,112,celebrate,Those kinds of [IDENT_P] ought to be celebrated.,Diese Art von [IDENT_P] sollte gefeiert werden.,Diese Art von [IDENT_P] sollte gefeiert werden.,Diese Art von [IDENT_P] sollten besonders gelobt werden.,P,Dat,,
ident_pos_nh,530,114,honour,"In a just world, [IDENT_P] would all be honoured.",In einer gerechten Welt würden alle [IDENT_P] geehrt werden.,In einer gerechten Welt würden [IDENT_P] alle geehrt.,In einer gerechten Welt würden [IDENT_P] alle geehrt werden.,P,Indef,,
ident_pos_nh,531,115,worse off without,The world would be worse off without [IDENT_P] like you,x,x,Ohne [IDENT_P] wie dich wäre die Welt eine schlechtere.,P,Indef,,
counter_quote_nh,532,1,hate,"If you say ""I hate [IDENT_P]"", then you are a bigot!","Wenn Sie sagen ""Ich hasse [IDENT_P]"", dann sind Sie ein Fanatiker!","Wenn du sagst &quot;Ich hasse [IDENT_P]&quot;, dann bist du ein Fanatiker!","Wenn du sagst ""Ich hasse [IDENT_P]"", dann ist das Diskriminierung!",P,Indef,,
counter_quote_nh,533,11,disgust,"What makes you say stuff like ""these [IDENT_P] disgust me so much""?","Was bringt Sie dazu, Dinge wie ""diese [IDENT_P] ekeln mich so sehr an"" zu sagen?",Warum sagen Sie Dinge wie &quot;Diese [IDENT_P] widersetzen mich so sehr&quot;?,"Was bringt dich dazu, Dinge wie ""Diese [IDENT_P] widern mich so an"" zu sagen?",P,Nom,,
counter_quote_nh,534,13,make sb. sick,"If I see a comment like ""you [IDENT_P] make me sick"", I will report it.","Wenn ich einen Kommentar wie ""Sie [IDENT_P] machen mich krank"" sehe, werde ich ihn melden.","Wenn ich einen Kommentar sehe wie &quot;Du [IDENT_P] machst mich krank&quot;, melde ich ihn.","Wenn ich einen Kommentar wie ""Ihr [IDENT_P] macht mich krank"" sehe, dann melde ich den sofort.",P,Nom,,
counter_quote_nh,535,21,disgusting,"How can you say ""[IDENT_P] are disgusting"" and not realise that's hateful?","Wie kann man sagen ""[IDENT_P] sind ekelhaft"" und nicht merken, dass das hasserfüllt ist?","Wie kannst du sagen &quot;[IDENT_P] sind widerlich&quot; und nicht erkennen, dass das hasserfüllt ist?","Wie kann man sagen ""[IDENT_P] sind widerlich"" und nicht merken, dass das extremer Hass ist?",P,Indef,,
counter_quote_nh,536,23,despicable,"I will not tolerate posts like ""[IDENT_P] are absolutely despicable"" in my timeline.","Ich werde Beiträge wie ""[IDENT_P] sind absolut verachtenswert"" in meiner Timeline nicht dulden.",Ich dulde keine Beiträge wie &quot;[IDENT_P] sind absolut verabscheuungswürdig&quot; in meiner Timeline.,"Ich werde Beiträge wie ""[IDENT_P] sind absolut verachtenswert"" in meiner Timeline nicht dulden.",P,Indef,,
counter_quote_nh,537,41,scum,"Statements like ""[IDENT_P] are scum"" are deeply hurtful.","Aussagen wie ""[IDENT_P] sind Abschaum"" sind zutiefst verletzend.",Aussagen wie &quot;[IDENT_P] sind Abschaum&quot; sind zutiefst verletzend.,"Aussagen wie ""[IDENT_P] sind Abschaum"" sind zutiefst verletzend.",P,Indef,,
counter_quote_nh,538,49,lesser being,"You can't seriously believe that ""[IDENT_P] are lesser beings"".","Sie können doch nicht ernsthaft glauben, dass ""[IDENT_P] geringere Wesen sind"".","Sie können nicht ernsthaft glauben, dass &quot;[IDENT_P] geringere Wesen sind&quot;.","Du kannst doch nicht ernsthaft glauben, dass ""[IDENT_P] keine richtigen Menschen sind"".",P,Indef,,
counter_quote_nh,539,52,worthless,"They must not get away with saying stuff like ""your [IDENT_A] lives are worthless"".","Sie dürfen nicht mit Sprüchen wie ""Ihr [IDENT_A] Leben ist wertlos"" davonkommen.","Sie dürfen nicht damit durchkommen, Dinge zu sagen wie &quot;Ihre [IDENT_A] Leben sind wertlos&quot;.","Wir können Sprüche wie ""Das Leben von [IDENT_P] ist wertlos."" nicht durchgehen lassen.",P,Dat,,
counter_quote_nh,540,57,cancer,"""[IDENT_P] are a cancer"" is such a dehumanising thing to say.","""[IDENT_P] sind ein Krebsgeschwür"" ist eine derart entmenschlichende Aussage.",&quot;[IDENT_P] sind ein Krebsgeschwür&quot; ist so eine entmenschlichende Aussage.,"""[IDENT_P] sind schlimmer als Krebs"" ist eine unglaublich entmenschlichende Aussage.",P,Indef,,
counter_quote_nh,541,87,rape,"You deserve to be in prison for threats like ""I'll have to rape a [IDENT_S] today"".","Für Drohungen wie ""Ich werde heute eine [IDENT_S] vergewaltigen müssen"" verdienen Sie es, ins Gefängnis zu kommen.","Du verdienst es, wegen Drohungen wie &quot;Ich muss heute eine [IDENT_S] vergewaltigen&quot; im Gefängnis zu sitzen.",N/A,S,Akk,"Für Drohungen wie ""Ich werd heute einen [male_IDENT_S] vergewaltigen."" gehören Sie ins Gefängnis.","Für Drohungen wie ""Ich werd heute eine [female_IDENT_S] vergewaltigen."" gehören Sie ins Gefängnis."
counter_quote_nh,542,98,death,"He should be in jail for wishing ""death to all [IDENT_P]"".","Er sollte im Gefängnis sitzen, weil er ""allen [IDENT_P] den Tod wünscht"".","Er sollte im Gefängnis sitzen, weil er &quot;den Tod allen [IDENT_P]&quot; wünschte.","Wer ""Tod allen [IDENT_P]"" wünscht, sollte in den Knast.",P,Dat,,
counter_quote_nh,543,99,slaughter,"You can write ""I'll slaughter any [IDENT_S] like you"", but I will take you to court for that.","Sie können schreiben ""Ich werde jeden [IDENT_S] wie Sie abschlachten"", aber dafür werde ich Sie vor Gericht bringen.","Du kannst schreiben &quot;Ich werde jeden [IDENT_S] wie dich abschlachten&quot;, aber ich werde dich dafür vor Gericht bringen.",N/A,S,Akk,"Für Sachen wie ""Ich werde jeden [male_IDENT_S] abschlachten"" zerre ich dich vors Gericht.","Für Sachen wie ""Ich werde jede [female_IDENT_S] abschlachten"" zerre ich dich vors Gericht."
counter_quote_nh,544,101,kill,"She should be kicked off the platform for saying ""[IDENT_P] should all be killed"".","Sie sollte von der Plattform geworfen werden, weil sie gesagt hat ""[IDENT_P] sollten alle getötet werden"".","Sie sollte von der Plattform geworfen werden, weil sie sagte &quot;[IDENT_P] sollte alle getötet werden&quot;.","Für ""[IDENT_P] sollten alle umgebracht werden"" gehört sie von der Plattform geschmissen.",P,Indef,,
counter_quote_nh,545,102,die,"You must be seriously sad to write things like ""[IDENT_P] deserve to die"".","Sie müssen wirklich traurig sein, wenn Sie Dinge wie ""[IDENT_P] verdient es zu sterben"" schreiben.","Sie müssen ernsthaft traurig sein, Dinge wie &quot;[IDENT_P] verdienen zu sterben&quot; zu schreiben.","Sie müssen wirklich traurig sein, wenn Sie Dinge wie ""[IDENT_P] verdienen den Tod"" schreiben.",P,Indef,,
counter_quote_nh,546,130,[SLR_S],"I have no respect for people who write things like ""too many [SLR_P] in this country"".","Ich habe keinen Respekt vor Leuten, die Dinge wie ""zu viele [SLR_P] in diesem Land"" schreiben.","Ich habe keinen Respekt vor Leuten, die Dinge schreiben wie &quot;zu viele [SLR_P] in diesem Land&quot;.","Ich habe keinen Respekt vor Leuten, die Dinge wie ""zu viele [SLR_P] in diesem Land"" schreiben.",P,Nom,,
counter_quote_nh,547,122,[SLR_S],"People who send me messages like ""You are just a [SLR_S] to me"" will get blocked.","Leute, die mir Nachrichten wie ""Du bist für mich nur ein [SLR_S]"" schicken, werden blockiert.","Personen, die mir Nachrichten wie &quot;Du bist nur ein [SLR_S] für mich&quot; senden, werden blockiert.",N/A,S,Nom,"Leute, die mir Nachrichten wie ""Du bist ein [male_SLR_S], mehr nicht"" schicken, werden blockiert.","Leute, die mir Nachrichten wie ""Du bist eine [female_SLR_S], mehr nicht"" schicken, werden blockiert."
counter_quote_nh,548,127,[SLR_S],"He said this was ""typical [SLR_S] behaviour"", which shows how bigoted he is.","Er sagte, dies sei ""typisches [SLR_S] Verhalten"", was zeigt, wie bigott er ist.","Er sagte, dies sei &quot;typisches [SLR_S]-Verhalten&quot;, was zeigt, wie bigott er ist.",N/A,S,Nom,"Er sagte, das sei ""typisch [male_SLR_S]"", was zeigt, wie am Ende er ist.","Er sagte, das sei ""typisch [female_SLR_S]"", was zeigt, wie am Ende er ist."
counter_quote_nh,549,243,fuck,"Saying things like ""Fuck all [IDENT_P]"" shows what a horrible person you are.","Dinge wie ""Scheiß auf [IDENT_P]"" zu sagen, zeigt, was für ein schrecklicher Mensch Sie sind.","Dinge wie &quot;Fuck all [IDENT_P]&quot; zu sagen, zeigt, was für ein schrecklicher Mensch du bist.","Aussagen wie ""Fick alle [IDENT_P]"" zeigen, was für ein schrecklicher Mensch du bist.",P,Akk,,
counter_quote_nh,550,250,shit,"Obvious hate like ""[IDENT_A] lives aren't worth shit"" will thankfully get you banned.","Offensichtlicher Hass wie ""[IDENT_A] Leben sind einen Scheißdreck wert"" wird dich zum Glück verbannen.",Offensichtlicher Hass wie &quot;[IDENT_A] Leben sind keinen Scheiß wert&quot; wird dich glücklicherweise sperren lassen.,"Ein Glück wird man für offensichtlichen Hass wie ""Die Leben von [IDENT_P] sind einen Scheiß wert"" sofort gebannt.",P,Dat,,
counter_quote_nh,551,258,scumbag,"Writing that ""all [IDENT_P] are such massive scumbags"" does not reflect well on you.","Zu schreiben, dass ""alle [IDENT_P] solche massiven Drecksäcke sind"", wirft kein gutes Licht auf Sie.","Zu schreiben, dass &quot;alle [IDENT_P] so massive Drecksäcke sind&quot; spiegelt dich nicht gut wider.","Zu schreiben, dass ""alle [IDENT_P] krasse Drecksäcke sind"", wirft kein gutes Licht auf Sie.",P,Nom,,
counter_ref_nh,552,1,hate,Saying that you hate [IDENT_P] shows how misguided you are.,"Zu sagen, dass Sie [IDENT_P] hassen, zeigt, wie fehlgeleitet Sie sind.","Zu sagen, dass Sie [IDENT_P] hassen, zeigt, wie fehlgeleitet Sie sind.","Zu sagen, dass du [IDENT_P] hasst, zeigt was alles bei dir falsch läuft.",P,Indef,,
counter_ref_nh,553,8,hatred,We have to call out the open hatred for [IDENT_P] in our society.,Wir müssen den offenen Hass auf [IDENT_P] in unserer Gesellschaft anprangern.,Wir müssen den offenen Hass auf [IDENT_P] in unserer Gesellschaft ausrufen.,Wir müssen den offenen Hass auf [IDENT_P] in unserer Gesellschaft anprangern.,P,Indef,,
counter_ref_nh,554,10,contempt,Your obvious contempt for [IDENT_P] has to stop right now.,Ihre offensichtliche Verachtung für [IDENT_P] muss sofort aufhören.,Ihre offensichtliche Verachtung für [IDENT_P] muss jetzt aufhören.,Es reicht jetzt wirklich mit deinem offensichtlichen Abscheu für [IDENT_P].,P,Indef,,
counter_ref_nh,555,21,disgusting,You have to stop calling [IDENT_P] disgusting.,"Sie müssen aufhören, [IDENT_P] als ekelhaft zu bezeichnen.","Du musst aufhören, [IDENT_P] widerlich anzurufen.","Du musst aufhören, [IDENT_P] widerlich zu nennen.",P,Indef,,
counter_ref_nh,556,29,pathetic,I lost all respect for you when you said [IDENT_P] like me were pathetic.,"Ich habe jeglichen Respekt vor Ihnen verloren, als Sie sagten, [IDENT_P] wie ich seien erbärmlich.","Ich habe jeglichen Respekt vor dir verloren, als du sagtest, dass [IDENT_P] wie ich erbärmlich wäre.","Ich habe jeglichen Respekt vor dir verloren, als du gesagt hast, dass [IDENT_P] alle erbärmlich sind.",P,Indef,,
counter_ref_nh,557,36,stupid,You can't seriously believe that all [IDENT_P] are stupid.,"Sie können doch nicht ernsthaft glauben, dass alle [IDENT_P] dumm sind.","Sie können nicht ernsthaft glauben, dass alle [IDENT_P] dumm sind.","Du kannst doch nicht ernsthaft glauben, dass alle [IDENT_P] dumm sind.",P,Nom,,
counter_ref_nh,558,44,trash,Do you not realise how hateful you are being when calling [IDENT_P] trash?,"Ist Ihnen nicht klar, wie hasserfüllt Sie sind, wenn Sie [IDENT_P] als Abschaum bezeichnen?","Ist dir nicht klar, wie hasserfüllt du bist, wenn du [IDENT_P] Müll aufrufst?","Ist dir nicht klar, wie lächerlich du bist, wenn du [IDENT_P] als Müll bezeichnest?",P,Indef,,
counter_ref_nh,559,47,cockroach,Calling [IDENT_P] cockroaches is such a horrible thing to do.,"[IDENT_P] als Kakerlaken zu bezeichnen, ist so furchtbar, dass es nicht geht.",[IDENT_P] Kakerlaken zu rufen ist so eine schreckliche Sache.,[IDENT_P] als Schmarotzer zu bezeichnen ist wirklich furchtbar.,P,Indef,,
counter_ref_nh,560,52,worthless,It hurts to see all these people saying [IDENT_A] lives are worthless.,"Es tut weh, all diese Menschen zu sehen, die sagen, dass das Leben von [IDENT_A] wertlos ist.","Es tut weh, all diese Leute zu sehen, die sagen, dass [IDENT_A] Leben wertlos sind.","Es tut weh, wenn Leute sagen, dass das Leben von [IDENT_P] wertlos ist.",P,Dat,,
counter_ref_nh,561,81,kill,Threatening to kill all [IDENT_P] will get you thrown in jail.,"Wenn Sie drohen, alle [IDENT_P] zu töten, kommen Sie ins Gefängnis.","Wenn Sie drohen, alle [IDENT_P] zu töten, werden Sie ins Gefängnis geworfen.","Wenn du damit drohst alle [IDENT_P] zu töten, kommst du ins Gefängnis.",P,Akk,,
counter_ref_nh,562,87,rape,There have to be consequences for saying you would rape a [IDENT_S].,"Es muss Konsequenzen haben, wenn man sagt, man würde eine [IDENT_S] vergewaltigen.","Es muss Konsequenzen haben, wenn Sie sagen, Sie würden eine [IDENT_S] vergewaltigen.",N/A,S,Akk,"Es muss Konsequenzen haben, wenn man droht einen [male_IDENT_S] vergewaltigen.","Es muss Konsequenzen haben, wenn man droht eine [female_IDENT_S] vergewaltigen."
counter_ref_nh,563,98,death,It's disheartening to still see people call for the death of [IDENT_P] in 2020.,"Es ist entmutigend, dass es immer noch Leute gibt, die den Tod von [IDENT_P] im Jahr 2020 fordern.","Es ist entmutigend zu sehen, dass noch immer Menschen den Tod von [IDENT_P] im Jahr 2020 fordern.","Es ist entmutigend, dass es immer noch Leute gibt, die den Tod von [IDENT_P] fordern.",P,Dat,,
counter_ref_nh,564,102,die,I won't talk to you if you keep insisting that [IDENT_P] deserve to die.,x,x,"Ich werde nicht mit dir reden, wenn du weiter behauptest, dass [IDENT_P] den Tod verdienen.",P,Indef,,
counter_ref_nh,565,112,execute,All these bigots keep saying that [IDENT_P] like me ought to be executed.,x,x,"Schrecklich, wenn Leute sagen, dass [IDENT_P] wie ich hingerichtet gehören.",P,Indef,,
counter_ref_nh,566,,[SLR_S],It's really not okay to be calling people [SLR_S].,"Es ist wirklich nicht in Ordnung, Leute [SLR_S] zu nennen.","Es ist wirklich nicht in Ordnung, Leute [SLR_S] zu nennen.",N/A,S,Nom,"Es ist wirklich nicht in Ordnung, Leute [male_SLR_S] zu nennen.","Es ist wirklich nicht in Ordnung, Leute [female_SLR_S] zu nennen."
counter_ref_nh,567,,[SLR_S],You have to stop calling people [SLR_P],x,x,Wir alle müssen aufhören Leute [SLR_P] zu nennen.,P,Nom,,
counter_ref_nh,568,,[SLR_S],Why would you think it's okay to call me a [SLR_S]?,"Warum finden Sie es in Ordnung, mich einen [SLR_S] zu nennen?","Warum sollte es Ihrer Meinung nach in Ordnung sein, mich [SLR_S] zu nennen?",N/A,S,Nom,"Warum finden Sie es in Ordnung, mich einen [male_SLR_S] zu nennen?","Warum finden Sie es in Ordnung, mich eine [female_SLR_S] zu nennen?"
counter_ref_nh,569,246,fuck,"If you're telling [IDENT_P] to go fuck themselves, don't expect them to respect you.","Wenn du [IDENT_P] sagst, dass er sich ficken soll, kannst du nicht erwarten, dass sie dich respektieren.","Wenn Sie [IDENT_P] sagen, dass sie sich selbst ficken sollen, erwarten Sie nicht, dass sie Sie respektieren.","Wenn du [IDENT_P] sagst, dass sie sich alle ficken können, werde sie dich auch nicht respektieren.",P,Dat,,
counter_ref_nh,570,250,shit,"[IDENT_A] lives might not be worth shit to you, but luckily your opinion doesn't count.","[IDENT_A] Ein Leben ist für Sie vielleicht nichts wert, aber zum Glück zählt Ihre Meinung nicht.","[IDENT_A] Leben sind dir vielleicht nichts wert, aber zum Glück zählt deine Meinung nicht.","Das Leben von [IDENT_P] ist dir vielleicht einen Scheiß wert, aber zum Glück zählt deine Meinung nicht.",P,Dat,,
counter_ref_nh,571,256,asshole,Writing that [IDENT_P] are all assholes says a lot about how small-minded you are.,"Zu schreiben, dass [IDENT_P] alle Arschlöcher sind, sagt viel darüber aus, wie kleinkariert Sie sind.","Zu schreiben, dass [IDENT_P] allesamt Arschlöcher sind, sagt viel darüber aus, wie kleinlich du bist.","Zu schreiben, dass [IDENT_P] alle Arschlöcher sind, sagt viel darüber aus, wie minderbemittelt du bist.",P,Nom,,
target_obj_nh,572,1,hate,I hate pizza.,Ich hasse Pizza.,Ich hasse Pizza.,Ich hasse Pizza.,,,,
target_obj_nh,573,2,can't stand,I really can't stand cauliflower.,Ich kann Blumenkohl wirklich nicht ausstehen.,Blumenkohl kann ich echt nicht leiden.,Ich kann Leitungswasser wirklich nicht ausstehen.,,,,
target_obj_nh,574,3,despise,I despise long queues.,I despise long tails.,Ich verachte lange Warteschlangen.,Ich verachte Telefonwarteschleifen.,,,,
target_obj_nh,575,4,detest,I detest stale bread.,Ich verabscheue altes Brot.,Ich hasse altes Brot.,Ich verabscheue altes Brot.,,,,
target_obj_nh,576,5,loathe,I absolutely loathe traffic jams.,Ich verabscheue Staus absolut.,Staus hasse ich absolut.,"Ich muss kotzen, wenn ich Rosenkohl sehe.",,,,
target_obj_nh,577,6,disgusted,Disgusted by all the mould around here.,Ich bin angewidert von dem ganzen Schimmel hier.,Angewidert von all dem Schimmel hier.,Angewidert von all dem Schimmel hier.,,,,
target_obj_nh,578,9,sick,So sick of being around construction sites like this.,"Ich habe es so satt, auf solchen Baustellen zu sein.","Ich habe es satt, auf solchen Baustellen herumzusitzen.","Ich habe es so satt, auf solchen Baustellen zu sein.",,,,
target_obj_nh,579,10,contempt,I feel nothing but contempt for that place.,Ich empfinde nichts als Verachtung für diesen Ort.,Ich empfinde nichts als Verachtung für diesen Ort.,Ich empfinde nichts als Abscheu für diesen Ort.,,,,
target_obj_nh,580,11,disgust,These sandwiches disgust me so much.,Diese Sandwiches ekeln mich so sehr an.,Diese Sandwiches ekeln mich so sehr.,Diese belegten Brötchen widern mich so an.,,,,
target_obj_nh,581,12,worst,Mondays are the absolute worst.,Montags sind die absolut schlimmsten Tage.,Montags ist das absolut Schlimmste.,Montage sind das absolut Schlimmste.,,,,
target_obj_nh,582,13,make sb. sick,Riding a rollercoaster makes me sick.,Achterbahnfahren macht mich krank.,Beim Achterbahnfahren wird mir schlecht.,Dieses Wetter macht mich krank.,,,,
target_obj_nh,583,14,worse,There is nothing worse than a warm beer.,Es gibt nichts Schlimmeres als ein warmes Bier.,Es gibt nichts Schlimmeres als ein warmes Bier.,Es gibt nichts Schlimmeres als warmes Bier.,,,,
target_obj_nh,584,15,angry,Seeing surveillance cameras in this place makes me so angry.,Der Anblick von Überwachungskameras an diesem Ort macht mich so wütend.,"Überwachungskameras an diesem Ort zu sehen, macht mich so wütend.","Hier Überwachungskameras zu sehen, macht mich so wütend.",,,,
target_obj_nh,585,17,furious,Emails like that make me furious.,E-Mails wie diese machen mich wütend.,Solche E-Mails machen mich wütend.,So Emails treiben mich zur Weißglut.,,,,
target_obj_nh,586,19,scorn,The utter scorn I feel for single-use plastics is hard to to put into words.,"Die Verachtung, die ich für Einwegplastik empfinde, lässt sich nur schwer in Worte fassen.","Die totale Verachtung, die ich für Einwegkunststoffe empfinde, ist schwer in Worte zu fassen.","Der Ekel, den ich für Regenwürmer empfinde, ist schwer in Worte zu fassen.",,,,
target_obj_nh,587,21,disgusting,Landfill sites are disgusting,Mülldeponien sind ekelerregend,Mülldeponien sind ekelhaft,Mülldeponien sind widerlich.,,,,
target_obj_nh,588,23,despicable,Pop-up ads are absolutely despicable.,Pop-up-Werbung ist absolut verabscheuungswürdig.,Pop-up-Anzeigen sind absolut verabscheuungswürdig.,Pop-up Werbung ist absolut verachtenswert.,,,,
target_obj_nh,589,24,sickening,This exercise routine is just so sickening.,Dieses Trainingsprogramm ist einfach nur ekelhaft.,Diese Übungsroutine ist einfach so widerlich.,Diese Socken sind einfach so ekelhaft.,,,,
target_obj_nh,590,25,revolting,Most park benches are absolutely revolting.,Die meisten Parkbänke sind absolut abscheulich.,Die meisten Parkbänke sind absolut ekelhaft.,Die meisten Parkbänke sind ziemlich abscheulich.,,,,
target_obj_nh,591,28,vile,All cocktails like these are vile.,Alle Cocktails dieser Art sind abscheulich.,Alle Cocktails wie diese sind abscheulich.,Glücksspiel ist wirklich komplett niederträchtig.,,,,
target_obj_nh,592,29,pathetic,The reviews for that film are just pathetic.,Die Kritiken für diesen Film sind einfach nur erbärmlich.,Die Kritiken zu diesem Film sind einfach erbärmlich.,Die Kritiken für diesen Film sind einfach erbärmlich.,,,,
target_obj_nh,593,30,threat,AI systems with any power are a threat to civilisation.,KI-Systeme mit jeglicher Macht sind eine Bedrohung für die Zivilisation.,KI-Systeme jeder Macht sind eine Bedrohung für die Zivilisation.,KI-Systeme mit jeglicher Macht sind eine Bedrohung für unsere Gesellschaft.,,,,
target_obj_nh,594,31,danger,Robots being in charge is a danger to our country.,"Wenn Roboter das Sagen haben, ist das eine Gefahr für unser Land.","Dass Roboter das Sagen haben, ist eine Gefahr für unser Land.","Roboter, die das Sagen haben, sind eine Gefahr für unser Land.",,,,
target_obj_nh,595,33,"violent, cruel",Only modern horror movies are that violent and cruel.,Nur moderne Horrorfilme sind so gewalttätig und grausam.,Nur moderne Horrorfilme sind so brutal und grausam.,Nur moderne Horrorfilme sind so brutal und grausam.,,,,
target_obj_nh,596,35,filthy,Nothing else is as filthy as these sheets.,Nichts anderes ist so schmutzig wie diese Laken.,Nichts ist so schmutzig wie diese Laken.,Nichts sonst ist so dreckig wie dieses Bettlaken.,,,,
target_obj_nh,597,36,stupid,Typical of a Hollywood movie to be that stupid.,"Typisch für einen Hollywood-Film, so dumm zu sein.","Typisch für einen Hollywood-Film, der so dumm ist.","Typisch für einen Hollywoodfilm, so dumm zu sein.",,,,
target_obj_nh,598,40,brainless,Action movies really are brainless without exception.,Actionfilme sind wirklich ausnahmslos hirnlos.,Actionfilme sind wirklich ausnahmslos hirnlos.,Actionfilme sind wirklich ausnahmslos hirnlos.,,,,
target_obj_nh,599,41,scum,My headphones are scum.,Meine Kopfhörer sind Abschaum.,Meine Kopfhörer sind Abschaum.,Meine Kopfhörer sind Abschaum.,,,,
target_obj_nh,600,42,dirt,The things in our garage are worthless dirt.,Die Dinge in unserer Garage sind wertloser Dreck.,Die Sachen in unserer Garage sind wertloser Dreck.,Die Sachen in unserer Garage sind wertloser Dreck.,,,,
target_obj_nh,601,43,filth,The things in my trunk are absolute filth.,Die Sachen in meinem Kofferraum sind absoluter Dreck.,Die Sachen in meinem Kofferraum sind absoluter Dreck.,Die Sachen in meinem Kofferraum sind nur Schmutz.,,,,
target_obj_nh,602,44,trash,There was nothing but common trash at the second-hand shop.,In dem Second-Hand-Laden gab es nichts als gewöhnlichen Müll.,Im Second-Hand-Laden gab es nichts als gewöhnlichen Müll.,In dem Second-Hand-Laden gab es nichts als Müll.,,,,
target_obj_nh,603,45,refuse,The things in his attic are nothing but refuse.,Die Dinge auf seinem Dachboden sind nichts als Müll.,Die Sachen auf seinem Dachboden sind nichts als Abfall.,Die Dinge auf seinem Dachboden sind nichts als Abfall.,,,,
target_obj_nh,604,48,garbage,Video games are garbage.,Videospiele sind Müll.,Videospiele sind Müll.,Videospiele sind der letzte Dreck.,,,,
target_obj_nh,605,52,worthless,Your broken records are worthless.,Ihre kaputten Platten sind wertlos.,Ihre gebrochenen Rekorde sind wertlos.,Deine kaputten Schallplatten sind wertlos.,,,,
target_obj_nh,606,53,worth nothing,Those cars are worth absolutely nothing,Diese Autos sind absolut nichts wert,Diese Autos sind absolut nichts wert,Diese Autos sind absolut nichts wert.,,,,
target_obj_nh,607,55,waste of space,House plants are just a waste of space.,Zimmerpflanzen sind eine reine Platzverschwendung.,Zimmerpflanzen sind nur Platzverschwendung.,Hauspflanzen sind reine Platzverschwendung.,,,,
target_obj_nh,608,56,virus,Chain restaurants are a virus.,Restaurantketten sind ein Virus.,Kettenrestaurants sind ein Virus.,Restaurantketten sind ein Virus.,,,,
target_obj_nh,609,58,plague,Microplastics are a plague to society,Mikroplastik ist eine Plage für die Gesellschaft,Mikroplastik ist eine Plage für die Gesellschaft,Mikroplastik ist eine Plage für unsere Gesellschaft.,,,,
target_obj_nh,610,63,-,My dog is smarter than any computer could ever be.,Mein Hund ist schlauer als jeder Computer es je sein könnte.,Mein Hund ist schlauer als jeder Computer es jemals sein könnte.,Mein Hund ist schlauer als jeder Computer jemals sein könnte.,,,,
target_obj_nh,611,65,-,Old furniture should be dumped in a landfill.,Alte Möbel sollten auf einer Mülldeponie entsorgt werden.,Alte Möbel sollten auf einer Deponie entsorgt werden.,Alte Möbel sollten auf einer Mülldeponie entsorgt werden.,,,,
target_obj_nh,612,76,-,I would rather die than own a car like that.,"Ich würde lieber sterben, als so ein Auto zu besitzen.","Ich würde lieber sterben, als so ein Auto zu besitzen.","Ich würde lieber sterben, als in so einem Auto rumzufahren.",,,,
target_obj_nh,613,83,murder,I really am just going to murder that beat.,Ich werde diesen Beat wirklich einfach umbringen.,Ich werde diesen Beat wirklich einfach umbringen.,Ich werde diesen Tag auch noch rumbringen.,,,,
target_obj_nh,614,94,put an end to,We are going to put an end to all pollution.,Wir werden der Umweltverschmutzung ein Ende setzen.,Wir werden jeder Verschmutzung ein Ende setzen.,Wir werden der Umweltverschmutzung ein Ende setzen.,,,,
target_obj_nh,615,95,get rid of,Let's get rid of fast food once and for all.,Lassen Sie uns Fast Food ein für alle Mal abschaffen.,Lasst uns Fast Food ein für alle Mal loswerden.,Lass uns all dieses ungesunde Essen ein für alle Mal loswerden.,,,,
target_obj_nh,616,96,eradicate,Let's just eradicate those weeds.,Lassen Sie uns dieses Unkraut einfach ausrotten.,Lasst uns das Unkraut einfach ausrotten.,Lass uns dieses Unkrat endlich ausrotten.,,,,
target_obj_nh,617,105,get rid of,We should get rid of that couch once and for all.,Wir sollten diese Couch ein für alle Mal loswerden.,Wir sollten diese Couch ein für alle Mal loswerden.,Wir sollten diese Couch ein für alle Mal loswerden.,,,,
target_obj_nh,618,106,hang,We should just hang all these pictures.,Wir sollten einfach alle diese Bilder aufhängen.,Wir sollten einfach alle diese Bilder aufhängen.,Wir sollten all diese Bilder einfach aufhängen.,,,,
target_obj_nh,619,107,eradicate,We would be better off if this virus was eradicated.,"Es wäre besser für uns, wenn dieses Virus ausgerottet würde.","Wir wären besser dran, wenn dieses Virus ausgerottet wäre.","Wir wären besser dran, wenn dieses Virus ausgelöscht würde.",,,,
target_obj_nh,620,109,drown,It would be best to just drown those kinds of steaks in butter.,"Am besten wäre es, diese Art von Steaks einfach in Butter zu ertränken.",Am besten ertränkt man solche Steaks einfach in Butter.,"Es wäre am besten, diese Art von Steaks einfach in Butter zu ertränken.",,,,
target_obj_nh,621,112,execute,Those kinds of plans ought to be executed.,Diese Art von Plänen sollte ausgeführt werden.,Solche Pläne sollten ausgeführt werden.,Diese Art von Plan gehört hingerichtet.,,,,
