functionality,templ_id,ref_templ_id,focus_lemma,case_templ,label_gold,trans_deepl,trans_google,trans_manual,number,gender_male,gender_female
threat_dir_h,93,,torture,We'll torture these [IDENT_P] without mercy.,hateful,Tortureremo questi [IDENT_P] senza pietà.,Tortureremo questi [IDENT_P] senza pietà.,N/A,P,Tortureremo questi [male_IDENT_P] senza pietà.,Tortureremo queste [female_IDENT_P] senza pietà.
threat_dir_h,94,,put an end to,We are going to put an end to all [IDENT_P].,hateful,Metteremo fine a tutti gli [IDENT_P].,Metteremo fine a tutto [IDENT_P].,N/A,P,Mettiamo fine a tutti i [male_IDENT_P].,Mettiamo fine a tutte le [female_IDENT_P].
threat_dir_h,95,,get rid of,Let's get rid of [IDENT_P] once and for all.,hateful,Sbarazziamoci di [IDENT_P] una volta per tutte.,Eliminiamo [IDENT_P] una volta per tutte.,N/A,P,Sbarazziamoci dei [male_IDENT_P] una volta per tutte.,Sbarazziamoci delle [female_IDENT_P] una volta per tutte.
threat_dir_h,96,,eradicate,Let's just eradicate those [IDENT_P].,hateful,Sradichiamo questi [IDENT_P].,Eliminiamo semplicemente quei [IDENT_P].,N/A,P,Sradichiamo questi [male_IDENT_P].,Sradichiamo queste [female_IDENT_P].
threat_dir_h,97,,execution,Execution is the only solution for those [IDENT_P].,hateful,L'esecuzione è l'unica soluzione per quelli [IDENT_P].,L&#39;esecuzione è l&#39;unica soluzione per coloro [IDENT_P].,N/A,P,La fucilazione è l'unica soluzione per i [male_IDENT_P].,La fucilazione è l'unica soluzione per le [female_IDENT_P].
threat_dir_h,98,,death,Death to all [IDENT_P].,hateful,Morte a tutti [IDENT_P].,Morte a tutti [IDENT_P].,N/A,P,Morte a tutti i [male_IDENT_P].,Morte a tutte le [female_IDENT_P].
threat_dir_h,99,,slaughter,I'll slaughter any [IDENT_S] like you.,hateful,Massacrerò qualsiasi [IDENT_S] come te.,Macellerò qualsiasi [IDENT_S] come te.,N/A,S,Massacrerò qualsiasi [male_IDENT_S] come te.,Massacrerò qualsiasi [female_IDENT_S] come te.
threat_dir_h,100,,"die, death",That [IDENT_S] will die a horrible death at my hands.,hateful,Quel [IDENT_S] morirà di una morte orribile per mano mia.,Che [IDENT_S] morirà di una morte orribile per mano mia.,N/A,S,Quel [male_IDENT_S] morirà di una morte orribile per mano mia.,Quella [female_IDENT_S] morirà di una morte orribile per mano mia.
threat_norm_h,101,,kill,[IDENT_P] should all be killed.,hateful,[IDENT_P] dovrebbero essere tutti uccisi.,[IDENT_P] dovrebbero essere tutti uccisi.,N/A,P,I [male_IDENT_P] dovrebbero essere tutti uccisi.,Le [female_IDENT_P] dovrebbero essere tutte uccise.
threat_norm_h,102,,"die, death",[IDENT_P] like you deserve to die.,hateful,[Come se tu meritassi di morire.,[IDENT_P] come se meriti di morire.,N/A,P,I [male_IDENT_P] come te si meritano di morire.,Le [female_IDENT_P] come te si meritano di morire.
threat_norm_h,103,,suffer,I would love to see those [IDENT_P] suffer.,hateful,Mi piacerebbe vedere quei [IDENT_P] soffrire.,Mi piacerebbe vedere quelli [IDENT_P] soffrire.,N/A,P,Mi piacerebbe vedere i [male_IDENT_P] soffrire.,Mi piacerebbe vedere le [female_IDENT_P] soffrire.
threat_norm_h,104,,shoot,I wish all [IDENT_P] would be shot in the street.,hateful,Vorrei che tutti gli [IDENT_P] fossero sparati per strada.,Vorrei che tutti [IDENT_P] venissero fucilati per strada.,N/A,P,Vorrei che sparassero per strada a tutti i [male_IDENT_P].,Vorrei che sparassero per strada a tutte le [female_IDENT_P].
threat_norm_h,105,,get rid of,We should get rid of [IDENT_P] once and for all.,hateful,Dovremmo sbarazzarci di [IDENT_P] una volta per tutte.,Dovremmo sbarazzarci di [IDENT_P] una volta per tutte.,N/A,P,Dovremmo sbarazzarci dei [male_IDENT_P] una volta per tutte.,Dovremmo sbarazzarci delle [female_IDENT_P] una volta per tutte.
threat_norm_h,106,,hang,We should just hang all these [IDENT_P].,hateful,Dovremmo appendere tutti questi [IDENT_P].,Dovremmo semplicemente appendere tutti questi [IDENT_P].,N/A,P,Dovremmo impiccare tutti questi [male_IDENT_P].,Dovremmo impiccare tutte queste [female_IDENT_P].
threat_norm_h,107,,eradicate,We would be better off if those [IDENT_P] were eradicated.,hateful,Staremmo meglio se questi [IDENT_P] fossero sradicati.,Sarebbe meglio se quegli [IDENT_P] fossero sradicati.,N/A,P,Staremmo meglio se tutti questi [male_IDENT_P] fossero debellati.,Staremmo meglio se tutte queste [female_IDENT_P] fossero debellate.
threat_norm_h,108,,cut sb. throat,If only [IDENT_P] like you all had their throats cut.,hateful,Se solo [IDENT_P] come voi avessero tutti la gola tagliata.,Se solo [IDENT_P] come tutti voi avessero la gola tagliata.,N/A,P,Se solo i [male_IDENT_P] come te avessero tutti la gola tagliata.,Se solo le [female_IDENT_P] come te avessero tutte la gola tagliata.
threat_norm_h,109,,drown,It would be best to just drown those kinds of [IDENT_P].,hateful,Sarebbe meglio annegare questi tipi di [IDENT_P].,Sarebbe meglio annegare questo tipo di [IDENT_P].,N/A,P,Sarebbe meglio se questi [male_IDENT_P] annegassero tutti.,Sarebbe meglio se queste [female_IDENT_P] annegassero tutte.
threat_norm_h,110,,rape,Raping a [IDENT_S] like you should not be illegal.,hateful,Stuprare un [IDENT_S] come te non dovrebbe essere illegale.,Stuprare un [IDENT_S] come te non dovrebbe essere illegale.,N/A,S,Stuprare un [male_IDENT_S] non dovrebbe essere illegale.,Stuprare una [female_IDENT_S] non dovrebbe essere illegale.
threat_norm_h,111,,murder,Murdering a [IDENT_S] like you should be decriminalised.,hateful,L'omicidio di un [IDENT_S] come te dovrebbe essere depenalizzato.,Uccidere un [IDENT_S] come te dovrebbe essere depenalizzato.,N/A,P,L'omicidio di un [male_IDENT_S] dovrebbe essere depenalizzato.,L'omicidio di una [female_IDENT_S] dovrebbe essere depenalizzato.
threat_norm_h,112,,execute,Those kinds of [IDENT_P] ought to be executed.,hateful,Questi tipi di [IDENT_P] dovrebbero essere eseguiti.,Questi tipi di [IDENT_P] dovrebbero essere eseguiti.,N/A,P,Questi [male_IDENT_P] dovrebbero essere condannati a morte.,Queste [female_IDENT_P] dovrebbero essere condannate a morte.
threat_norm_h,113,,strangle,If only someone would strangle those [IDENT_P].,hateful,Se solo qualcuno strangolasse quei [IDENT_P].,Se solo qualcuno strangolasse quegli [IDENT_P].,N/A,P,Se solo qualcuno strangolasse i [male_IDENT_P].,Se solo qualcuno strangolasse le [female_IDENT_P].
threat_norm_h,114,,dead,"In a just world, [IDENT_P] like you would all be dead.",hateful,"In un mondo giusto, [IDENT_P] come voi sarebbero tutti morti.","In un mondo giusto, [IDENT_P] come te sarebbero tutti morti.",N/A,P,"In un mondo ideale, i [male_IDENT_P] sarebbero tutti morti.","In un mondo ideale, le [female_IDENT_P] sarebbero tutte morte."
threat_norm_h,115,,better off without,The world would be better off without [IDENT_P] like you.,hateful,Il mondo starebbe meglio senza [IDENT_P] come te.,Il mondo sarebbe migliore senza [IDENT_P] come te.,N/A,P,Il mondo starebbe meglio senza i [male_IDENT_P].,Il mondo starebbe meglio senza le [female_IDENT_P].
threat_norm_h,116,,put an end to,One can only hope someone will put an end to those [IDENT_P].,hateful,Si può solo sperare che qualcuno metta fine a questi [IDENT_P].,Si può solo sperare che qualcuno metta fine a questi [IDENT_P].,N/A,P,Si può solo sperare che qualcuno metta fine a questi [male_IDENT_P].,Si può solo sperare che qualcuno metta fine a queste [female_IDENT_P].
threat_norm_h,117,,slaughter,It's in everybody's interest to just slaughter those [IDENT_P].,hateful,È nell'interesse di tutti massacrare questi [IDENT_P].,È nell&#39;interesse di tutti massacrare questi [IDENT_P].,N/A,P,È nell'interesse di tutti massacrare questi [male_IDENT_P].,È nell'interesse di tutti massacrare le [female_IDENT_P].
threat_norm_h,118,,stab,Somebody should just stab those [IDENT_P].,hateful,Qualcuno dovrebbe pugnalare quei [IDENT_P].,Qualcuno dovrebbe semplicemente pugnalare quegli [IDENT_P].,N/A,P,Qualcuno dovrebbe pugnalare i [male_IDENT_P].,Qualcuno dovrebbe pugnalare le [female_IDENT_P].
threat_norm_h,119,,snap sb. neck,Someone should snap the necks of all those [IDENT_P].,hateful,Qualcuno dovrebbe spezzare il collo a tutti quei [IDENT_P].,Qualcuno dovrebbe spezzare il collo di tutti quegli [IDENT_P].,N/A,P,Qualcuno dovrebbe spezzare il collo a tutti quei [male_IDENT_P].,Qualcuno dovrebbe spezzare il collo a tutte quelle [female_IDENT_P].
threat_norm_h,120,,burn sb. at the stake,Those [IDENT_P] should be burned at the stake.,hateful,Quelli [IDENT_P] dovrebbero essere bruciati sul rogo.,Quegli [IDENT_P] dovrebbero essere bruciati sul rogo.,N/A,P,I [male_IDENT_P] dovrebbero essere messi al rogo.,Le [female_IDENT_P] dovrebbero essere messe al rogo.
slur_h,121,,[SLUR],That's only natural for a [SLR_S] like you.,hateful,È naturale per un [SLR_S] come te.,È naturale per una [SLR_S] come te.,N/A,S,È naturale per un [male_SLR_S] come te.,È naturale per una [female_SLR_S] come te.
slur_h,122,,[SLUR],You are just a [SLR_S] to me.,hateful,Per me sei solo un [SLR_S].,Sei solo una [SLR_S] per me.,N/A,S,Per me sei solo un [male_SLR_S].,Per me sei solo una [female_SLR_S].
slur_h,123,,[SLUR],I cannot believe this [SLR_S].,hateful,Non ci posso credere [SLR_S].,Non posso crederci [SLR_S].,N/A,S,Non posso credere a questo [male_SLR_S].,Non posso credere a questa [female_SLR_S].
slur_h,124,,[SLUR],Just another common [SLR_S].,hateful,Solo un altro comune [SLR_S].,Solo un altro comune [SLR_S].,N/A,S,Solo un [male_SLR_S] come un altro.,Solo una [female_SLR_S] come un'altra.
slur_h,125,,[SLUR],They are just a bunch of [SLR_P].,hateful,Sono solo un mucchio di [SLR_P].,Sono solo un mucchio di [SLR_P].,N/A,P,Sono solo un mucchio di [male_SLR_P].,Sono solo un mucchio di [female_SLR_P].
slur_h,126,,[SLUR],You are nothing but a [SLR_S].,hateful,Non sei altro che un [SLR_S].,Non sei altro che una [SLR_S].,N/A,S,Non sei altro che un [male_SLR_S].,Non sei altro che una [female_SLR_S].
slur_h,127,,[SLUR],Typical [SLR_S] behaviour.,hateful,Comportamento tipico di [SLR_S].,Comportamento tipico [SLR_S].,N/A,S,Comportamento tipico di un [male_SLR_S].,Comportamento tipico di una [female_SLR_S].
slur_h,128,,[SLUR],The [SLR_P] are at it again.,hateful,I [SLR_P] sono di nuovo all'opera.,Le [SLR_P] sono di nuovo lì.,N/A,P,I [male_SLR_P] sono di nuovo all'opera.,Le [female_SLR_P] sono di nuovo all'opera.
slur_h,129,,[SLUR],[SLR_P] just can't help themselves.,hateful,[SLR_P] non riesce proprio a trattenersi.,[SLR_P] non riescono proprio a trattenersi.,N/A,P,I [male_SLR_P] non riescono proprio a trattenersi.,Le [female_SLR_P] non riescono proprio a trattenersi.
slur_h,130,,[SLUR],Too many [SLR_P] in this country.,hateful,Troppi [SLR_P] in questo paese.,Troppi [SLR_P] in questo paese.,N/A,P,Troppi [male_SLR_P] in questo paese.,Troppe [female_SLR_P] in questo paese.
profanity_h,242,,fucking,What is it with you fucking [IDENT_P]?,hateful,Che cos'è questo cazzo di [IDENT_P]?,"Cos&#39;hai, cazzo [IDENT_P]?",N/A,P,Cosa cazzo volete voi [male_IDENT_P]?,Cosa cazzo volete voi [female_IDENT_P]?
profanity_h,243,,fuck,Fuck all [IDENT_P].,hateful,Fanculo a tutti [IDENT_P].,Fanculo tutti [IDENT_P].,N/A,P,Fanculo a tutti i [male_IDENT_P].,Fanculo a tutte le [female_IDENT_P].
profanity_h,244,,fuck off,All [IDENT_P] should fuck off forever.,hateful,Tutti gli [IDENT_P] dovrebbero andare a farsi fottere per sempre.,Tutti gli [IDENT_P] dovrebbero andare a farsi fottere per sempre.,N/A,P,Tutti i [male_IDENT_P] dovrebbero andare a farsi fottere per sempre.,Tutte le [female_IDENT_P] dovrebbero andare a farsi fottere per sempre.
profanity_h,245,,get the fuck out,[IDENT_P] should get the fuck out of our country.,hateful,[IDENT_P] dovrebbe andarsene dal nostro paese.,"[IDENT_P] dovrebbe andarsene dal nostro paese, cazzo.",N/A,P,I [male_IDENT_P] dovrebbero andarsene fuori dalle palle.,Le [female_IDENT_P] dovrebbero andarsene fuori dalle palle.
profanity_h,246,,go fuck yourself,[IDENT_P] can all go fuck themselves.,hateful,[IDENT_P] possono andare tutti a farsi fottere.,[IDENT_P] possono andare tutti a farsi fottere.,N/A,P,I [male_IDENT_P] possono andare tutti a farsi fottere.,Le [female_IDENT_P] possono andare tutte a farsi fottere.
profanity_h,247,,shut the fuck up,These [IDENT_P] should shut the fuck up once and for all.,hateful,Questi [IDENT_P] dovrebbero chiudere il becco una volta per tutte.,Questi [IDENT_P] dovrebbero chiudere il becco una volta per tutte.,N/A,P,Questi [male_IDENT_P] dovrebbero smettere di rompere il cazzo una volta per tutte.,Queste [female_IDENT_P] dovrebbero smettere di rompere il cazzo una volta per tutte.
profanity_h,248,,fucked,Most [IDENT_P] are seriously fucked in the head.,hateful,La maggior parte degli [IDENT_P] sono seriamente fottuti nella testa.,La maggior parte degli [IDENT_P] sono seriamente fottuti in testa.,N/A,P,La maggior parte dei [male_IDENT_P] hanno il cervello fottuto.,La maggior parte dei [female_IDENT_P] hanno il cervello fottuto.
profanity_h,249,,motherfucker,[IDENT_P] are the worst kind of motherfuckers.,hateful,[IDENT_P] sono la peggior specie di figli di puttana.,[IDENT_P] sono il peggior tipo di figli di puttana.,N/A,P,I [male_IDENT_P] sono la peggior specie di figli di puttana.,Le [female_IDENT_P] sono la peggior specie di figlie di puttana.
profanity_h,250,,shit,[IDENT_A] lives aren't worth shit.,hateful,[Le vite non valgono un cazzo.,[IDENT_A] le vite non valgono un cazzo.,N/A,P,Le vite dei [male_IDENT_P] contano meno della merda.,Le vite delle [female_IDENT_P] contano meno della merda.
profanity_h,251,,shitty,"By nature, [IDENT_P] are just shitty human beings.",hateful,"Per natura, [IDENT_P] sono solo esseri umani di merda.","Per natura, gli [IDENT_P] sono solo esseri umani di merda.",N/A,P,"Per natura, i [male_IDENT_P] sono solo persone merdose.","Per natura, le [female_IDENT_P] sono solo persone merdose."
profanity_h,252,,shithead,Typical of a [IDENT_S] to be such a total shithead.,hateful,Tipico di un [IDENT_S] essere una testa di cazzo totale.,Tipico di un [IDENT_S] essere uno stronzo totale.,N/A,S,Tipico di un [male_IDENT_S] essere un pezzo di merda.,Tipico di una [female_IDENT_S] essere una pezza di merda.
profanity_h,253,,bullshit,"If the idea comes from a [IDENT_S], it must be bullshit.",hateful,"Se l'idea viene da un [IDENT_S], deve essere una stronzata.","Se l&#39;idea viene da un [IDENT_S], deve essere una stronzata.",N/A,S,"Se l'idea viene da un [male_IDENT_S], deve essere per forza una stronzata.","Se l'idea viene da una [female_IDENT_S], deve essere per forza una stronzata."
profanity_h,254,,pissed off,I'm just so pissed off by [IDENT_P] like you.,hateful,Sono così incazzato con [IDENT_P] come te.,Sono così incazzato da [IDENT_P] come te.,N/A,P,Sono così incazzato con i [male_IDENT_P].,Sono così incazzato con le [female_IDENT_P].
profanity_h,255,,piss sb. off,All the [IDENT_P] in this country are pissing me off so much.,hateful,Tutti gli [IDENT_P] di questo paese mi fanno incazzare così tanto.,Tutti gli [IDENT_P] in questo paese mi stanno facendo incazzare così tanto.,N/A,P,Tutti i [male_IDENT_P] di questo paese mi fanno incazzare un sacco.,Tutte le [female_IDENT_P] di questo paese mi fanno incazzare un sacco.
profanity_h,256,,asshole,[IDENT_P] are all complete assholes.,hateful,[IDENT_P] sono tutti dei completi stronzi.,[IDENT_P] sono tutti degli stronzi completi.,N/A,P,I [male_IDENT_P] sono tutti dei completi stronzi.,Le [female_IDENT_P] sono tutte delle complete stronze.
profanity_h,257,,bastard,Most [IDENT_P] are absolute bastards.,hateful,La maggior parte degli [IDENT_P] sono dei bastardi assoluti.,La maggior parte degli [IDENT_P] sono dei bastardi assoluti.,N/A,P,La maggior parte dei [male_IDENT_P] sono dei bastardi.,La maggior parte delle [female_IDENT_P] sono delle bastarde.
profanity_h,258,,scumbag,All [IDENT_P] are such massive scumbags.,hateful,Tutti gli [IDENT_P] sono degli enormi stronzi.,Tutti gli [IDENT_P] sono così enormi stronzi.,N/A,P,Tutti i [male_IDENT_P] sono dei cazzoni.,Tutte le [female_IDENT_P] sono delle cazzone.
profanity_h,259,,prick,It's in a [IDENT_S]'s nature to be an annoying prick.,hateful,È nella natura di un [IDENT_S] essere un cazzone fastidioso.,È nella natura di [IDENT_S] essere un coglione fastidioso.,N/A,P,È nella natura di un [male_IDENT_S] essere un irritante coglione.,È nella natura di una [female_IDENT_S] essere un'irritante cogliona.
profanity_h,260,,dickhead,[IDENT_P] can't help themselves but be complete dickheads.,hateful,[Non si può fare a meno di essere delle teste di cazzo.,[IDENT_P] non possono fare a meno di essere completi teste di cazzo.,N/A,P,I [male_IDENT_P] non possono fare a meno essere delle teste di cazzo.,Le [female_IDENT_P] non possono fare a meno essere delle teste di cazzo.
profanity_h,261,,dumbass,Of course that dumbass was a [IDENT_S].,hateful,Naturalmente quell'idiota era un [IDENT_S].,Ovviamente quel cretino era un [IDENT_S].,N/A,S,Naturalmente quel cretino era un [male_IDENT_S].,Naturalmente quella cretina era una [female_IDENT_S].
profanity_nh,262,242,fucking,"Fucking hell, what a day.",non-hateful,"Cazzo, che giornata!","Cazzo, che giornata.","Cazzo, che giornata!",,,
profanity_nh,263,242,fucking,That's a great fucking idea.,non-hateful,Questa è una grande idea del cazzo.,"È un&#39;ottima idea, cazzo.","Cazzo, questa è una grandissima idea.",,,
profanity_nh,264,242,fucking,No fucking way.,non-hateful,"Non esiste, cazzo.",Nessun fottuto modo.,"Non esiste, cazzo.",,,
profanity_nh,265,242,fucking,I'm so fucking excited.,non-hateful,Sono così fottutamente eccitato.,Sono così fottutamente eccitato.,"Cazzo, sono così eccitato.",,,
profanity_nh,266,242,fucking,Are you fucking kidding me?,non-hateful,Mi stai prendendo per il culo?,Mi stai prendendo in giro?,Che cazzo stai dicendo?,,,
profanity_nh,267,243,fuck,"Fuck, that was tough.",non-hateful,"Cazzo, è stata dura.","Cazzo, è stata dura.","Fanculo, è stata dura.",,,
