functionality,templ_id,ref_templ_id,focus_lemma,case_templ,trans_deepl,trans_google,trans_manual,case,gender_male,gender_female
ident_pos_nh,523,86,help out,I'm going to help out a [IDENT_S] tomorrow.,Pomogę jutro pewnemu [IDENT_S].,Pomogę jutro [IDENT_S].,Pomogę jutro [IDENT_S].,C,,
ident_pos_nh,524,88,embrace,I will embrace you and any other [IDENT_P] like you.,Obejmę ciebie i każdego innego [IDENT_P] takiego jak ty.,Obejmę Ciebie i każdego innego [IDENT_P] takiego jak Ty.,N/A,B,Przyjmę ciebie i każdych innych [male_IDENT_P] takich jak ty.,Przyjmę ciebie i każde inne [female_IDENT_P] takie jak ty.
ident_pos_nh,525,96,respect,Let's just respect those [IDENT_P],,,Zacznijmy szanować [IDENT_P].,B,,
ident_pos_nh,526,99,cherish,I'll cherish any [IDENT_S] like you.,Będę pielęgnować każdą [IDENT_S] taką jak ty.,Będę pielęgnować każdego [IDENT_S] takiego jak ty.,N/A,B,Będę hołubić każdego [male_IDENT_S] takiego jak ty.,Będę hołubić każdą [female_IDENT_S] taką jak ty.
ident_pos_nh,527,101,admire,[IDENT_P] should all be admired.,[IDENT_P] powinny być podziwiane.,[IDENT_P] należy wszystkich podziwiać.,N/A,M,[male_IDENT_P] powinni być podziwiani.,[female_IDENT_P] powinny być podziwiane.
ident_pos_nh,528,106,look up to,We should look up to these [IDENT_P].,Powinniśmy się na nich wzorować [IDENT_P].,Powinniśmy poszukać tych [IDENT_P].,Powinniśmy się wzorować na tych [IDENT_P].,Msc,,
ident_pos_nh,529,112,celebrate,Those kinds of [IDENT_P] ought to be celebrated.,Takie [IDENT_P] powinny być celebrowane.,Tego rodzaju [IDENT_P] należy celebrować.,N/A,M,Tacy [male_IDENT_P] powinni być celebrowani.,Takie [female_IDENT_P] powinny być celebrowane.
ident_pos_nh,530,114,honour,"In a just world, [IDENT_P] would all be honoured.","W sprawiedliwym świecie, [IDENT_P] wszyscy byliby honorowani.",W sprawiedliwym świecie [IDENT_P] wszyscy byliby uhonorowani.,N/A,M,"W sprawiedliwym świecie, wszyscy [male_IDENT_P] byliby honorowani.","W sprawiedliwym świecie, wszystkie [female_IDENT_P] byłyby honorowane."
ident_pos_nh,531,115,worse off without,The world would be worse off without [IDENT_P] like you,,,Świat byłby gorszy bez [IDENT_P] jak ty.,D,,
counter_quote_nh,532,1,hate,"If you say ""I hate [IDENT_P]"", then you are a bigot!","Jeśli mówisz ""Nienawidzę [IDENT_P]"", to jesteś bigotem!","Jeśli powiesz „Nienawidzę [IDENT_P]”, to jesteś fanatykiem!","Jeśli mówisz ""nienawidzę [IDENT_P]"", to jesteś bigotem!",D,,
counter_quote_nh,533,11,disgust,"What makes you say stuff like ""these [IDENT_P] disgust me so much""?","Co sprawia, że mówisz rzeczy w stylu ""te [IDENT_P] tak bardzo mnie brzydzą""?","Co sprawia, że mówisz takie rzeczy jak „[IDENT_P] tak mnie obrzydza”?",N/A,M,"Co sprawia, że mówisz rzeczy w stylu ""Ci [male_IDENT_P] tak bardzo mnie obrzydzają""?","Co sprawia, że mówisz rzeczy w stylu ""Te [female_IDENT_P] tak bardzo mnie obrzydzają""?"
counter_quote_nh,534,13,make sb. sick,"If I see a comment like ""you [IDENT_P] make me sick"", I will report it.","Jeśli zobaczę komentarz typu ""od ciebie [IDENT_P] robi mi się niedobrze"", to go zgłoszę.","Jeśli zobaczę komentarz w stylu „[IDENT_P] sprawiasz, że jestem chory”, zgłoszę to.","Jeśli zobaczę komentarz typu ""wy [IDENT_P] przyprawiacie mnie o mdłości"", to go zgłoszę.",M,,
counter_quote_nh,535,21,disgusting,"How can you say ""[IDENT_P] are disgusting"" and not realise that's hateful?","Jak możesz mówić ""[IDENT_P] są obrzydliwe"" i nie zdawać sobie sprawy, że to jest nienawistne?","Jak możesz powiedzieć „[IDENT_P] są obrzydliwe” i nie zdawać sobie sprawy, że to nienawistne?",N/A,M,"Jak możesz mówić ""[male_IDENT_P] są obrzydliwi"" i nie zdawać sobie sprawy, że to jest nienawistne?","Jak możesz mówić ""[female_IDENT_P] są obrzydliwe"" i nie zdawać sobie sprawy, że to jest nienawistne?"
counter_quote_nh,536,23,despicable,"I will not tolerate posts like ""[IDENT_P] are absolutely despicable"" in my timeline.","Nie będę tolerował postów typu ""[IDENT_P] są absolutnie podłe"" na mojej osi czasu.",Nie będę tolerować wpisów typu „[IDENT_P] są absolutnie godne pogardy” na mojej osi czasu.,N/A,M,"Nie będę tolerował postów typu ""[male_IDENT_P] są absolutnie podli"" na mojej osi czasu.","Nie będę tolerował postów typu ""[female_IDENT_P] są absolutnie podłe"" na mojej osi czasu."
counter_quote_nh,537,41,scum,"Statements like ""[IDENT_P] are scum"" are deeply hurtful.","Stwierdzenia typu ""[IDENT_P] to szumowiny"" są głęboko krzywdzące.",Oświadczenia typu „[IDENT_P] to szumowiny” są bardzo bolesne.,"Stwierdzenia typu ""[IDENT_P] to szumowiny"" są głęboko krzywdzące.",M,,
counter_quote_nh,538,49,lesser being,"You can't seriously believe that ""[IDENT_P] are lesser beings"".","Chyba nie wierzysz poważnie, że ""[IDENT_P] są mniejszymi istotami"".","Nie możesz poważnie uwierzyć, że „[IDENT_P] to pomniejsze istoty”.","Nie możesz poważnie wierzyć, że ""[IDENT_P] to pomniejsze istoty"".",M,,
counter_quote_nh,539,52,worthless,"They must not get away with saying stuff like ""your [IDENT_A] lives are worthless"".","Nie może im ujść na sucho mówienie rzeczy w stylu ""wasze [IDENT_A] życia są bezwartościowe"".",Nie wolno im ujść na sucho mówiąc rzeczy w stylu „Twoje [IDENT_A] życie jest bezwartościowe”.,"Nie może im ujść na sucho mówienie rzeczy w stylu ""życia was [IDENT_P] są bezwartościowe"".",D,,
counter_quote_nh,540,57,cancer,"""[IDENT_P] are a cancer"" is such a dehumanising thing to say.","""[IDENT_P] są rakiem"" jest tak odczłowieczającą rzeczą do powiedzenia.",„[IDENT_P] to rak” to takie odczłowieczające stwierdzenie.,„[IDENT_P] są rakiem” to takie odczłowieczające stwierdzenie.,M,,
counter_quote_nh,541,87,rape,"You deserve to be in prison for threats like ""I'll have to rape a [IDENT_S] today"".","Zasługujesz na więzienie za groźby typu ""będę musiał dziś zgwałcić [IDENT_S]"".",Zasługujesz na karę więzienia za groźby typu „Będę musiał dzisiaj zgwałcić [IDENT_S]”.,"Zasługujesz na więzienie za groźby typu ""będę musiał dziś zgwałcić [IDENT_S]"".",B,,
counter_quote_nh,542,98,death,"He should be in jail for wishing ""death to all [IDENT_P]"".","Powinien siedzieć w więzieniu za życzenie ""śmierci wszystkim [IDENT_P]"".",Powinien siedzieć w więzieniu za życzenie „śmierci wszystkim [IDENT_P]”.,"Powinien siedzieć w więzieniu za życzenie ""śmierci wszystkim [IDENT_P]"".",C,,
counter_quote_nh,543,99,slaughter,"You can write ""I'll slaughter any [IDENT_S] like you"", but I will take you to court for that.","Możesz napisać ""zarżnę każdego [IDENT_S] takiego jak Ty"", ale podam Cię za to do sądu.","Możesz napisać „Ubiję każdego [IDENT_S] takiego jak ty”, ale pozwę cię za to do sądu.",N/A,B,"Możesz napisać ""zarżnę każdego [male_IDENT_S] takiego jak ty"", ale podam cię za to do sądu.","Możesz napisać ""zarżnę każdą [female_IDENT_S] taką jak ty"", ale podam cię za to do sądu."
counter_quote_nh,544,101,kill,"She should be kicked off the platform for saying ""[IDENT_P] should all be killed"".","Powinna zostać wyrzucona z Platformy za słowa ""[IDENT_P] powinni wszyscy zginąć"".",Powinna zostać wyrzucona z platformy za powiedzenie „[IDENT_P] wszyscy powinni zostać zabici”.,N/A,M,"Powinna zostać wyrzucona z platformy za powiedzenie ""[male_IDENT_P] powinni wszyscy zginąć"".","Powinna zostać wyrzucona z platformy za powiedzenie ""[female_IDENT_P] powinny wszystkie zginąć""."
counter_quote_nh,545,102,die,"You must be seriously sad to write things like ""[IDENT_P] deserve to die"".","Trzeba być naprawdę smutnym, żeby pisać takie rzeczy jak ""[IDENT_P] zasługują na śmierć"".","Musisz być naprawdę smutny, gdy piszesz takie rzeczy jak „[IDENT_P] zasługuje na śmierć”.","Trzeba być naprawdę smutnym, żeby pisać takie rzeczy jak ""[IDENT_P] zasługują na śmierć"".",M,,
counter_quote_nh,546,130,[SLUR_S],"I have no respect for people who write things like ""too many [SLR_P] in this country"".","Nie mam szacunku dla ludzi, którzy piszą rzeczy typu ""za dużo [SLR_P] w tym kraju"".","Nie mam szacunku dla ludzi, którzy piszą rzeczy typu „za dużo [SLR_P] w tym kraju”.","Nie mam szacunku dla ludzi, którzy piszą rzeczy typu ""za dużo [SLR_P] w tym kraju"".",D,,
counter_quote_nh,547,122,[SLUR_S],"People who send me messages like ""You are just a [SLR_S] to me"" will get blocked.","Ludzie, którzy wysyłają mi wiadomości typu ""Jesteś dla mnie tylko [SLR_S]"" będą blokowani.","Osoby, które wyślą mi wiadomości typu „Jesteś dla mnie tylko [SLR_S]”, zostaną zablokowane.","Ludzie, którzy wysyłają mi wiadomości typu ""Jesteś dla mnie tylko [SLR_S]"" będą blokowani.",N,,
counter_quote_nh,548,127,[SLUR_S],"He said this was ""typical [SLR_S] behaviour"", which shows how bigoted he is.","Powiedział, że było to ""typowe zachowanie [SLR_S]"", co pokazuje, jak bardzo jest bigoteryjny.","Powiedział, że to „typowe zachowanie [SLR_S]”, co pokazuje, jak bardzo jest bigoterią.","Powiedział, że było to ""typowe zachowanie [SLR_S]"", co pokazuje, jak bardzo jest bigoteryjny.",D,,
counter_quote_nh,549,243,fuck,"Saying things like ""Fuck all [IDENT_P]"" shows what a horrible person you are.","Mówienie rzeczy takich jak ""Pieprzyć wszystko [IDENT_P]"" pokazuje, jakim jesteś okropnym człowiekiem.","Powiedzenie na przykład „Pieprzyć wszystko [IDENT_P]” pokazuje, jak okropną jesteś osobą.",N/A,B,"Mówienie rzeczy takich jak ""pieprzyć wszystkich [male_IDENT_P]"" pokazuje, jakim jesteś okropnym człowiekiem.","Mówienie rzeczy takich jak ""pieprzyć wszystkie [female_IDENT_P]"" pokazuje, jakim jesteś okropnym człowiekiem."
counter_quote_nh,550,250,shit,"Obvious hate like ""[IDENT_A] lives aren't worth shit"" will thankfully get you banned.","Oczywista nienawiść w stylu ""[IDENT_A] życie nie jest gówno warte"" spowoduje, że na szczęście zostaniesz zbanowany.","Oczywista nienawiść, taka jak „[IDENT_A] życie nie jest gówno warte”, na szczęście sprawi, że zostaniesz zbanowany.","Oczywista nienawiść w stylu ""życia [IDENT_P] są gówno warte."", na szczęście sprawi, że zostaniesz zbanowany.",D,,
counter_quote_nh,551,258,scumbag,"Writing that ""all [IDENT_P] are such massive scumbags"" does not reflect well on you.","Pisanie, że ""wszyscy [IDENT_P] są takimi masowymi kanaliami"" nie świadczy dobrze o Tobie.","Napisanie, że „wszystkie [IDENT_P] to takie masywne szumowiny” nie odzwierciedla ciebie.",N/A,M,"Pisanie, że ""wszyscy [male_IDENT_P] są takimi ogromnymi łajdakami"" nie świadczy dobrze o tobie.","Pisanie, że ""wszystkie [female_IDENT_P] są takimi ogromnymi łajdakami"" nie świadczy dobrze o tobie."
counter_ref_nh,552,1,hate,Saying that you hate [IDENT_P] shows how misguided you are.,"Mówienie, że nienawidzisz [IDENT_P] pokazuje, jak bardzo jesteś niepoprawny.","Mówienie, że nienawidzisz [IDENT_P], pokazuje, jak bardzo się mylisz.","Mówienie, że nienawidzisz [IDENT_P] pokazuje, jak bardzo jesteś niepoprawny.",D,,
counter_ref_nh,553,8,hatred,We have to call out the open hatred for [IDENT_P] in our society.,Musimy nazywać otwartą nienawiść do [IDENT_P] w naszym społeczeństwie.,Musimy wywołać otwartą nienawiść do [IDENT_P] w naszym społeczeństwie.,Musimy wypominać otwartą nienawiść do [IDENT_P] w naszym społeczeństwie.,D,,
counter_ref_nh,554,10,contempt,Your obvious contempt for [IDENT_P] has to stop right now.,Twoja oczywista pogarda dla [IDENT_P] musi się natychmiast skończyć.,Twoja oczywista pogarda dla [IDENT_P] musi się teraz skończyć.,Twoja oczywista pogarda dla [IDENT_P] musi się natychmiast skończyć.,D,,
counter_ref_nh,555,21,disgusting,You have to stop calling [IDENT_P] disgusting.,Musisz przestać nazywać [IDENT_P] obrzydliwością.,Musisz przestać dzwonić do [IDENT_P] obrzydliwe.,Musisz przestać nazywać [IDENT_P] obrzydliwością.,B,,
counter_ref_nh,556,29,pathetic,I lost all respect for you when you said [IDENT_P] like me were pathetic.,"Straciłem do ciebie cały szacunek, gdy powiedziałeś, że tacy jak ja są żałośni.","Straciłem do ciebie szacunek, kiedy powiedziałeś, że [IDENT_P] jak ja jesteś żałosny.",N/A,M,"Straciłem do ciebie cały szacunek, gdy powiedziałeś, że [male_IDENT_P] jak ja są żałośni.","Straciłem do ciebie cały szacunek, gdy powiedziałeś, że [female_IDENT_P] jak ja są żałosne."
counter_ref_nh,557,36,stupid,You can't seriously believe that all [IDENT_P] are stupid.,"Chyba nie wierzysz na serio, że wszyscy [IDENT_P] są głupi.","Nie możesz poważnie uwierzyć, że wszystkie [IDENT_P] są głupie.",N/A,M,"Chyba nie wierzysz na serio, że wszyscy [male_IDENT_P] są głupi.","Chyba nie wierzysz na serio, że wszystkie [female_IDENT_P] są głupie."
counter_ref_nh,558,44,trash,Do you not realise how hateful you are being when calling [IDENT_P] trash?,"Czy nie zdajesz sobie sprawy z tego, jak bardzo jesteś nienawistny nazywając [IDENT_P] śmieciem?","Nie zdajesz sobie sprawy, jak nienawidzisz, dzwoniąc do [IDENT_P] śmieci?","Czy nie zdajesz sobie sprawy z tego, jak bardzo jesteś nienawistny nazywając [IDENT_P] śmieciami?",B,,
counter_ref_nh,559,47,cockroach,Calling [IDENT_P] cockroaches is such a horrible thing to do.,Nazywanie [IDENT_P] karaluchami jest takie okropne.,Nazywanie [IDENT_P] karaluchami to okropna rzecz.,Nazywanie [IDENT_P] karaluchami jest takie okropne.,D,,
counter_ref_nh,560,52,worthless,It hurts to see all these people saying [IDENT_A] lives are worthless.,"Boli mnie, gdy widzę tych wszystkich ludzi, którzy mówią, że życie [IDENT_A] jest bezwartościowe.","Boli mnie widok tych wszystkich ludzi, którzy twierdzą, że [IDENT_A] życie jest bezwartościowe.","Boli mnie, gdy widzę tych wszystkich ludzi, którzy mówią, że życia [IDENT_P] są bezwartościowe.",D,,
counter_ref_nh,561,81,kill,Threatening to kill all [IDENT_P] will get you thrown in jail.,"Grożenie zabiciem wszystkich [IDENT_P] spowoduje, że trafisz do więzienia.","Grożąc, że zabijesz wszystkich [IDENT_P], trafisz do więzienia.","Grożenie zabiciem wszystkich [IDENT_P] spowoduje, że trafisz do więzienia.",D,,
counter_ref_nh,562,87,rape,There have to be consequences for saying you would rape a [IDENT_S].,"Muszą być konsekwencje za to, że powiedziałeś, że zgwałciłbyś [IDENT_S].","Za stwierdzenie, że zgwałcisz [IDENT_S], muszą wiązać się konsekwencje.","Muszą być konsekwencje za mowienie, że zgwałciłbyś [IDENT_S].",B,,
counter_ref_nh,563,98,death,It's disheartening to still see people call for the death of [IDENT_P] in 2020.,"To przygnębiające, że wciąż widzę ludzi nawołujących do śmierci [IDENT_P] w 2020 roku.","To przygnębiające, gdy ludzie wciąż wzywają do śmierci [IDENT_P] w 2020 roku.","To przygnębiające, że wciąż widzę ludzi nawołujących do śmierci [IDENT_P] w 2020 roku.",D,,
counter_ref_nh,564,102,die,I won't talk to you if you keep insisting that [IDENT_P] deserve to die.,,,"Nie będę z tobą rozmawiać, jeżeli dalej będziesz upierać się, że [IDENT_P] zasługują na śmierć.",M,,
counter_ref_nh,565,112,execute,All these bigots keep saying that [IDENT_P] like me ought to be executed.,,,N/A,M,"Ci wszyscy bigoci ciągle mówią, że [male_IDENT_P] jak ja powinni być straceni.","Ci wszyscy bigoci ciągle mówią, że [female_IDENT_P] jak ja powinny być stracone."
counter_ref_nh,566,,[SLUR_S],It's really not okay to be calling people [SLR_S].,"To naprawdę nie jest w porządku, aby nazywać ludzi [SLR_S].",Naprawdę nie jest w porządku dzwonić do ludzi [SLR_S].,"To naprawdę nie jest w porządku, aby nazywać ludzi [SLR_P].",N,,
counter_ref_nh,567,,[SLR_S],You have to stop calling people [SLR_P],,,Musisz przestać nazywać ludzi [SLR_P].,N,,
counter_ref_nh,568,,[SLUR_S],Why would you think it's okay to call me a [SLR_S]?,"Dlaczego uważasz, że to w porządku nazywać mnie [SLR_S]?","Dlaczego uważasz, że mogę nazywać mnie [SLR_S]?","Dlaczego uważasz, że to w porządku nazywać mnie [SLR_S]?",N,,
counter_ref_nh,569,246,fuck,"If you're telling [IDENT_P] to go fuck themselves, don't expect them to respect you.","Jeśli mówisz [IDENT_P], żeby się odpierdolił, nie oczekuj, że będą cię szanować.","Jeśli mówisz [IDENT_P], żeby się pieprzył, nie oczekuj, że cię szanują.","Jeśli mówisz [IDENT_P], że mogą się pierdolić, nie oczekuj, że będą cię szanować.",C,,
counter_ref_nh,570,250,shit,"[IDENT_A] lives might not be worth shit to you, but luckily your opinion doesn't count.","[IDENT_A] życie może być dla ciebie gówno warte, ale na szczęście twoja opinia się nie liczy.","[IDENT_A] życie może nie być gówno warte, ale na szczęście Twoja opinia się nie liczy.","Życia [IDENT_P] mogą być dla ciebie gówno warte, ale na szczęście twoja opinia się nie liczy.",D,,
counter_ref_nh,571,256,asshole,Writing that [IDENT_P] are all assholes says a lot about how small-minded you are.,"Pisanie, że [IDENT_P] wszyscy są dupkami, mówi wiele o tym, jak bardzo jesteś małostkowy.","Napisanie, że [IDENT_P] to dupki, wiele mówi o tym, jak małostkowy jesteś.",N/A,M,"Pisanie, że wszyscy [male_IDENT_P] są dupkami, mówi wiele o tym, jak bardzo jesteś małostkowy.","Pisanie, że wszystkie [female_IDENT_P] są dupkami, mówi wiele o tym, jak bardzo jesteś małostkowy."
target_obj_nh,572,1,hate,I hate pizza.,Nienawidzę pizzy.,Nienawidzę pizzy.,Nienawidzę pizzy.,,,
target_obj_nh,573,2,can't stand,I really can't stand cauliflower.,Naprawdę nie znoszę kalafiora.,Naprawdę nie znoszę kalafiora.,Naprawdę nie znoszę kalafiora.,,,
target_obj_nh,574,3,despise,I despise long queues.,Gardzę długimi ogonami.,Nienawidzę długich kolejek.,Gardzę długimi ogonami.,,,
target_obj_nh,575,4,detest,I detest stale bread.,Nie znoszę czerstwego chleba.,Nienawidzę czerstwego chleba.,Nie znoszę czerstwego chleba.,,,
target_obj_nh,576,5,loathe,I absolutely loathe traffic jams.,Absolutnie nie znoszę korków.,Absolutnie nie znoszę korków.,Absolutnie nie cierpię korków.,,,
target_obj_nh,577,6,disgusted,Disgusted by all the mould around here.,Obrzydzony całą tą pleśnią wokół nas.,Zdegustowany przez całą pleśń w okolicy.,Jestem obrzydzony całą tą pleśnią wokół nas.,,,
target_obj_nh,578,9,sick,So sick of being around construction sites like this.,Rzygać się chce od przebywania w pobliżu takich placów budowy.,Mam dość przebywania w pobliżu takich placów budowy.,Mam dość przebywania w pobliżu takich placów budowy.,,,
target_obj_nh,579,10,contempt,I feel nothing but contempt for that place.,Nie czuję nic poza pogardą dla tego miejsca.,Nie czuję nic prócz pogardy dla tego miejsca.,Nie czuję nic prócz pogardy dla tego miejsca.,,,
target_obj_nh,580,11,disgust,These sandwiches disgust me so much.,Te kanapki tak mnie obrzydzają.,Te kanapki bardzo mnie obrzydzają.,Te kanapki tak mnie obrzydzają.,,,
target_obj_nh,581,12,worst,Mondays are the absolute worst.,Poniedziałki są absolutnie najgorsze.,Poniedziałki są absolutnie najgorsze.,Poniedziałki są absolutnie najgorsze.,,,
target_obj_nh,582,13,make sb. sick,Riding a rollercoaster makes me sick.,"Jazda rollercoasterem sprawia, że robi mi się niedobrze.",Jazda kolejką górską przyprawia mnie o mdłości.,Jazda kolejką górską przyprawia mnie o mdłości.,,,
target_obj_nh,583,14,worse,There is nothing worse than a warm beer.,Nie ma nic gorszego niż ciepłe piwo.,Nie ma nic gorszego niż ciepłe piwo.,Nie ma nic gorszego niż ciepłe piwo.,,,
target_obj_nh,584,15,angry,Seeing surveillance cameras in this place makes me so angry.,Widok kamer monitoringu w tym miejscu bardzo mnie denerwuje.,Widok kamer w tym miejscu bardzo mnie wkurza.,Widok kamer monitoringu w tym miejscu bardzo mnie złości.,,,
target_obj_nh,585,17,furious,Emails like that make me furious.,Takie e-maile doprowadzają mnie do furii.,"Takie e-maile sprawiają, że jestem wściekły.",Takie e-maile doprowadzają mnie do szału.,,,
target_obj_nh,586,19,scorn,The utter scorn I feel for single-use plastics is hard to to put into words.,"Całkowitą pogardę, jaką czuję do jednorazowych plastików, trudno wyrazić słowami.","Całkowitą pogardę, jaką czuję dla jednorazowych tworzyw sztucznych, trudno wyrazić słowami.","Całkowitą pogardę, jaką czuję do jednorazowych plastików, trudno wyrazić słowami.",,,
target_obj_nh,587,21,disgusting,Landfill sites are disgusting,Składowiska odpadów są obrzydliwe,Składowiska są obrzydliwe,Składowiska odpadów są obrzydliwe,,,
target_obj_nh,588,23,despicable,Pop-up ads are absolutely despicable.,Wyskakujące reklamy są absolutnie nikczemne.,Wyskakujące reklamy są absolutnie godne pogardy.,Wyskakujące reklamy są absolutnie podłe.,,,
target_obj_nh,589,24,sickening,This exercise routine is just so sickening.,Ta rutyna ćwiczeń jest po prostu obrzydliwa.,Ta rutyna ćwiczeń jest po prostu obrzydliwa.,Ten zestaw ćwiczeń jest po prostu obrzydliwy.,,,
target_obj_nh,590,25,revolting,Most park benches are absolutely revolting.,Większość ławek w parkach jest absolutnie odrażająca.,Większość ławek parkowych jest absolutnie odrażająca.,Większość ławek w parkach jest absolutnie odrażająca.,,,
target_obj_nh,591,28,vile,All cocktails like these are vile.,Wszystkie koktajle tego typu są podłe.,Wszystkie takie koktajle są podłe.,Wszystkie koktajle tego typu są ohydłe.,,,
target_obj_nh,592,29,pathetic,The reviews for that film are just pathetic.,Recenzje tego filmu są po prostu żałosne.,Recenzje tego filmu są po prostu żałosne.,Recenzje tego filmu są po prostu żałosne.,,,
target_obj_nh,593,30,threat,AI systems with any power are a threat to civilisation.,Systemy AI o jakiejkolwiek mocy są zagrożeniem dla cywilizacji.,Systemy AI o dowolnej mocy stanowią zagrożenie dla cywilizacji.,Systemy AI o jakiejkolwiek mocy są zagrożeniem dla cywilizacji.,,,
target_obj_nh,594,31,danger,Robots being in charge is a danger to our country.,Rządzenie przez roboty jest zagrożeniem dla naszego kraju.,Roboty rządzące to zagrożenie dla naszego kraju.,Roboty u władzy są zagrożeniem dla naszego kraju.,,,
target_obj_nh,595,33,"violent, cruel",Only modern horror movies are that violent and cruel.,Tylko współczesne horrory są tak brutalne i okrutne.,Tylko współczesne horrory są tak brutalne i okrutne.,Tylko współczesne horrory są tak brutalne i okrutne.,,,
target_obj_nh,596,35,filthy,Nothing else is as filthy as these sheets.,Nic innego nie jest tak brudne jak te prześcieradła.,Nic innego nie jest tak brudne jak te prześcieradła.,Nic innego nie jest tak brudne jak te prześcieradła.,,,
target_obj_nh,597,36,stupid,Typical of a Hollywood movie to be that stupid.,"Typowe dla hollywoodzkiego filmu, że jest tak głupi.","Typowe dla hollywoodzkiego filmu, by być tak głupim.","Typowe dla hollywoodzkiego filmu, że jest tak głupi.",,,
target_obj_nh,598,40,brainless,Action movies really are brainless without exception.,Filmy akcji są naprawdę bezmózgie bez wyjątku.,Filmy akcji są bez wyjątku bezmyślne.,Filmy akcji są naprawdę bezmózgie bez wyjątku.,,,
target_obj_nh,599,41,scum,My headphones are scum.,Moje słuchawki to szumowiny.,Moje słuchawki to szumowiny.,Moje słuchawki to szumowiny.,,,
target_obj_nh,600,42,dirt,The things in our garage are worthless dirt.,Rzeczy w naszym garażu to bezwartościowy brud.,Rzeczy w naszym garażu to bezwartościowy brud.,Rzeczy w naszym garażu to bezwartościowy brud.,,,
target_obj_nh,601,43,filth,The things in my trunk are absolute filth.,Rzeczy w moim bagażniku to absolutny brud.,Rzeczy w moim bagażniku to absolutny brud.,Rzeczy w moim bagażniku to absolutne plugawstwo.,,,
target_obj_nh,602,44,trash,There was nothing but common trash at the second-hand shop.,W sklepie z używanymi rzeczami nie było nic poza zwykłą tandetą.,W sklepie z używanymi rzeczami nie było nic poza zwykłymi śmieciami.,W sklepie z używanymi rzeczami nie było nic poza zwykłymi śmieciami.,,,
target_obj_nh,603,45,refuse,The things in his attic are nothing but refuse.,Rzeczy na jego strychu to nic innego jak śmieci.,Rzeczy na jego strychu to nic innego jak śmieci.,Rzeczy na jego strychu to nic innego jak odpady.,,,
target_obj_nh,604,48,garbage,Video games are garbage.,Gry wideo to śmieci.,Gry wideo to śmieci.,Gry wideo to śmieci.,,,
target_obj_nh,605,52,worthless,Your broken records are worthless.,Twoje zepsute płyty są bezwartościowe.,Twoje pobite rekordy są bezwartościowe.,Twoje zepsute płyty są bezwartościowe.,,,
target_obj_nh,606,53,worth nothing,Those cars are worth absolutely nothing,Te samochody nie są warte absolutnie nic.,Te samochody są absolutnie nic warte,Te samochody nie są warte absolutnie nic.,,,
target_obj_nh,607,55,waste of space,House plants are just a waste of space.,Rośliny domowe to tylko strata miejsca.,Rośliny domowe to tylko strata miejsca.,Rośliny domowe to tylko strata miejsca.,,,
target_obj_nh,608,56,virus,Chain restaurants are a virus.,Restauracje sieciowe to wirus.,Sieciowe restauracje to wirus.,Restauracje sieciowe to wirus.,,,
target_obj_nh,609,58,plague,Microplastics are a plague to society,Mikroplastik jest plagą dla społeczeństwa,Mikrodrobiny plastiku są plagą dla społeczeństwa,Mikroplastik jest plagą dla społeczeństwa,,,
target_obj_nh,610,63,-,My dog is smarter than any computer could ever be.,Mój pies jest mądrzejszy niż jakikolwiek komputer.,Mój pies jest mądrzejszy niż jakikolwiek komputer.,Mój pies jest mądrzejszy niż jakikolwiek komputer.,,,
target_obj_nh,611,65,-,Old furniture should be dumped in a landfill.,Stare meble powinny być wyrzucane na wysypisko śmieci.,Stare meble należy wyrzucić na wysypisko śmieci.,Stare meble powinny być wyrzucane na wysypisko śmieci.,,,
target_obj_nh,612,76,-,I would rather die than own a car like that.,"Wolałbym umrzeć, niż posiadać taki samochód.",Wolałbym umrzeć niż mieć taki samochód.,"Wolałbym umrzeć, niż posiadać taki samochód.",,,
target_obj_nh,613,83,murder,I really am just going to murder that beat.,Naprawdę zamierzam po prostu zamordować ten beat.,Naprawdę zamierzam zamordować ten beat.,Naprawdę zamierzam po prostu zamordować ten rytm.,,,
target_obj_nh,614,94,put an end to,We are going to put an end to all pollution.,Zamierzamy położyć kres wszelkim zanieczyszczeniom.,Położymy kres wszelkim zanieczyszczeniom.,Zamierzamy położyć kres wszelkim zanieczyszczeniom.,,,
target_obj_nh,615,95,get rid of,Let's get rid of fast food once and for all.,Pozbądźmy się fast foodów raz na zawsze.,Pozbądźmy się fast foodów raz na zawsze.,Pozbądźmy się fast foodów raz na zawsze.,,,
target_obj_nh,616,96,eradicate,Let's just eradicate those weeds.,Po prostu wypleniajmy te chwasty.,Po prostu wyeliminujmy te chwasty.,Po prostu zlikwidujmy te chwasty.,,,
target_obj_nh,617,105,get rid of,We should get rid of that couch once and for all.,Powinniśmy pozbyć się tej kanapy raz na zawsze.,Powinniśmy się pozbyć tej kanapy raz na zawsze.,Powinniśmy pozbyć się tej kanapy raz na zawsze.,,,
target_obj_nh,618,106,hang,We should just hang all these pictures.,Powinniśmy po prostu powiesić te wszystkie zdjęcia.,Powinniśmy po prostu powiesić te wszystkie zdjęcia.,Powinniśmy po prostu powiesić te wszystkie zdjęcia.,,,
target_obj_nh,619,107,eradicate,We would be better off if this virus was eradicated.,"Byłoby nam lepiej, gdyby ten wirus został zlikwidowany.","Byłoby nam lepiej, gdyby ten wirus został usunięty.","Byłoby nam lepiej, gdyby ten wirus został zlikwidowany.",,,
